Name,Area,Number,Link
Encurralado Botequim,Barra da Tijuca,(21) 2492-1258,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1157/encurralado_botequim
Ernesto,Centro,(21) 2509 6455,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1228/ernesto
Escobar,Leblon,(21) 2249-2619,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4078/escobar
EscritóRio Bar e Restaurante,Botafogo,(21) 3439-5908,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4142/bar_e_restaurante_escritorio
Espírito do Chopp,Humaitá,2266-5599,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1123/espirito_do_chopp-2
Espaço Cultural Maurice Valansi,Botafogo,(21) 2527-4044,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/132/espaco-cultural-maurice-valansi
Espaço Lapa Café,Centro,(21) 3971-6812,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/816/lapa-cafe
Espaço Rio Carioca,Laranjeiras,(21) 2225-7332,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/128/espaco-rio-carioca
Espelunca Chic,Copacabana,(21) 2236-4090,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1510/espelunca_chic
Espetinho & Etc,Barra da Tijuca,(21) 2135-0762,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/139/espetinho-&-etc
Espetto Carioca - Barra,Barra da Tijuca,(21) 2498-3316,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1716/espetto_carioca__barra
Espetto Carioca - Jacarepaguá,Jacarepaguá,(21) 3647-4562,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1717/espetto_carioca__jacarepagua
Espetto Carioca - Nova Iguaçu,Centro,(21) 2667-1241,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1719/espetto_carioca__nova_iguacu
Espetto Carioca - Recreio,Recreio dos Bandeirantes,(21) 3489-9001,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1718/espetto_carioca__recreio
Espírito das Artes,Humaitá,(21) 2579-4091,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/140/espirito-das-artes
Espírito do Chopp,Botafogo,(21) 2266-5599,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1476/espirito_do_chopp
Espírito Santa Empório,Centro,(21) 2507-4840,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/141/espirito-santa-emporio
Essencial da Lapa,Centro,2221-6345,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1230/essencial_da_lapa
Estação Baião de Dois,São Cristóvão,3860-3296,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1133/estacao_baiao_de_dois
Estação 2Cabeças,Botafogo,(21) 4108-0727,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4752/estacao_2cabecas
Estação do Peixe,Centro,21 2507-2777,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1350/estacao_do_peixe
Êtta Bar,Botafogo,(21) 2530-4156,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3988/etta_bar
Êtta Bar,Ipanema,(21) 3593-5109,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4950/etta_bar20190114162038
Explorer Bar,Santa Teresa,(21) 3264-9665,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4697/explorer_bar
Farroupilha ,Copacabana,2236-3632,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1206/farroupilha_
Favellas ,Centro,(21)	2507-0580,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1910/favellas_
Feira de São Cristóvão,São Cristóvão,(21) 2580-6946,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/145/feira_de_sao_cristovao
Ferro's,Botafogo,(21) 99710-4682,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4832/ferros
Filé do Lira,Leblon,(21) 2294-4397,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1702/file_do_lira
Flashback,Ipanema,(21) 2274-7657,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4339/flashback
Flor da Urca,Urca,2541-7674,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1253/flor_da_urca
Flutuante Bar,Leblon,(21) 98266-4686,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4314/flutuante_bar
Fort Mohave,Botafogo,(21) 3486-2820,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4742/fort_mohave
Fresh & Good,Ipanema,(21) 3796-4163 ,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4941/fresh__good
G BarLoungeRestaurante,Leblon,(21) 2540-0606,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/148/g-barloungerestaurante
Gabinete,Centro,2224.0822,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1231/gabinete
Galeria Café,Ipanema,(21) 2523-8250,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/151/galeria-cafe
Galeria Gastro Beer,Leme,(21) 2295-1618,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/150/galeria_gastro_beer
Galeto Sat's,Copacabana,21 2275-6197,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1351/galeto_sats
Galetomania - Barra,Barra da Tijuca,(21) 3328-2227,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1478/galetomania__barra
Galetomania - Humaitá,Botafogo,(21) 2204-0444,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1479/galetomania__humaita
Galetomania - Leblon,Leblon,(21) 2540-8446,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1477/galetomania__leblon
Galetomania - Tijuca,Tijuca,(21) 2204-0812,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1482/galetomania__tijuca
Gargalo Galeteria,Centro,2242-0857,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1233/gargalo_galeteria
Garnizé Galeto & Chopp,Barra da Tijuca,(21) 3982-5457,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1160/garnize_galeto__chopp
Garoa Bar Lounge,Leblon, (21) 3591-7617,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4648/garoa_bar_lounge
Garoa Bar Lounge,Ipanema,(21) 3264-7760,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4981/garoa_bar_lounge20190719160423
Garota da Tijuca,Tijuca,(21) 2569-0197,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1048/garota_da_tijuca
Garota da Urca ,Urca,2541-8585,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1254/garota_da_urca_
Garota de Ipanema,Ipanema,(21) 2523-3787,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1648/garota_de_ipanema
Garrafeiro  ,Ipanema,(21) 2247-6712,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3948/garrafeiro_
Ge Bar & Bistrô,Tijuca,(21) 3556-1313,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4647/ge_bar__bistro
Gente Fina Bar & Lounge,Leblon,(21) 2249-2619,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/152/gente-fina-bar-&-lounge
Gibeer,Jardim Botânico,(21) 2279-4161,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/803/gibeer
Ginkeria B,Barra da Tijuca,(21) 2495-0040,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4988/ginkeria_b
Goya-Beira,Santa Teresa,(21) 2232-5751,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1259/goyabeira
Gracioso,Saúde,(21) 2263-5028,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1258/gracioso
Grandeza Bar,Botafogo,(21) 2286-3331,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3887/grandeza_bar
Guacamole,Jardim Botânico,(21) 3178-3100,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/2688/guacamole
Guetto,Barra da Tijuca,(21) 2495-7610,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1161/guetto
Guilhermina Bar,Botafogo,(21) 3495-4481,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3986/guilhermina_bar
Guimas,Gávea,(21) 2259-7996,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/804/guimas
Gusto Cucina Bar,Leblon,(21) 2512-6526,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3856/gusto_cucina_bar
Hagel Esmalte Bar,Icaraí,(21) 3254.7774,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4051/hagel_esmalte_bar
Haus Bistrô Pub,Ipanema,(21) 97035-5619,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4975/haus_bistro_pub
HAZ,Gávea,(21) 3114-0780,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4816/haz
Heavy Duty Beer Club,Praça da Bandeira,2567-8890,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1097/heavy_duty_beer_club
Herr Brauer ,Flamengo,(21) 2225-4359,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1535/herr_brauer_
Herr Pfeffer  ,Leblon,(21) 2239-9673,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/813/herr-pfeffer
Hipódromo ,Gávea,(21) 2274-9720,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1553/hipodromo_
Hocus Pocus DNA,Botafogo,(21) 3452-3377,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4584/hocus_pocus_dna
Homegrown,Tijuca,(21) 3189-6661,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4381/homegrown20150811160136
Hop Lab,Praça da Bandeira,(21) 3217-1146,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4549/hop_lab
Hopfen Cervejas Especiais,Tijuca,(21) 3497-9155,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4040/hopfen_cervejas_especiais
Horse´s Neck Bar,Copacabana,(21) 2525-1232,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/161/horse´s-neck-bar
House of Wine,Barra da Tijuca,(21) 98611-0990,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4890/house_of_wine
HØC,Copacabana,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4779/hc
Ibier,Barra da Tijuca,(21) 3419-5597,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1162/ibier
Il Piccolo Caffè,Centro,(21) 2224-8022,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1257/il_piccolo_caff
Informal Cozinha de Bar,Leblon,(21) 2529-2614,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/43/informal_cozinha_de_bar
Informalzinho,Copacabana,(21) 2247-7591,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/45/informalzinho
Inverso Gávea,Gávea,(21) 3687-9488,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4640/inverso_gavea
Invicto Sports & Fun Restaurant,Botafogo,(21) 2537-9267,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1481/invicto_sports__fun_restaurant
Itahy Premium Beer - Ipanema I,Ipanema,(21) 2522-2919,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1641/itahy_premium_beer__ipanema_i
Izii Bar,Barra da Tijuca,(21) 3586-2265,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1163/izii_bar
Jarbô Café e Brasserie,Jardim Botânico,(21) 2259-2924,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4837/jarbo_cafe_e_brasserie
Jazz in' Champanheria,Saúde,(21) 7891-0771,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4080/jazz_in_champanheria
Jeffrey,Leblon,(21) 2274 0000  ,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4185/jeffrey
Jeitinho Carioca,Engenho Novo,21 8182-7737,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1352/jeitinho_carioca
Joana Pizza Bar,Ipanema,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4825/joana_pizza_bar
Joaquina - Cobal do Humaitá,Botafogo,(21) 2535-2774,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/783/bar-e-restaurante-joaquina---cobal-do-humaita
Joaquina - Leme,Leme,(21) 2275-8569,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/784/joaquina__leme
Jobi,Leblon,(21) 2274-0547,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/815/jobi
Jóia ,Jardim Botânico,(21) 2539-5613,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1662/joia_
Jota Ó,Barra da Tijuca,(21) 2135-3331,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1164/jota_o
Jungle,Botafogo,(21) 2537-2191,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4248/jungle
Kamaleón,Flamengo,(21) 3557-5040,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4796/kamaleon
Kareka's,Cacuia,21 3367-3300,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1353/karekas
Kō Bā Izakaya,Ipanema,(21) 3502-4637,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4894/k_b_izakaya
La Carioca Cevicheria,Jardim Botânico,(21) 2226-8821,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/2661/la_carioca_cevicheria
La Carioca Cevicheria - Ipanema,Ipanema,(21) 2522-8184,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4064/la_carioca_cevicheria__ipanema
La Esquina,Centro,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1068/la_esquina
La Fabrique  ,Leme,(21) 2541-2416,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1709/la_fabrique_
La fiorentina,Leme,(21) 2543-8395,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1712/la_fiorentina
Lanches 188,Botafogo,2538-1739,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1260/lanches_188
Lapa 40º Sinuca & Gafieira,Centro,(21) 3970-1338,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/177/lapa_40_sinuca__gafieira
Lapa Irish Pub,Centro,(21) 2221-7236,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/179/lapa_irish_pub
Le Brants,Flamengo,(21) 2558-2570,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3771/le_brants
Legião Carioca Burger & Beer,Botafogo,(21) 2542-9959,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4620/legiao_carioca_burger__beer
Leme Light,Leme,(21) 2275-5498,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1715/leme_light
Let'Sushi Izakaya,Leblon,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4784/letsushi_izakaya
Leviano Bar,Centro,(21) 2507-5967,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/181/leviano_bar
Liga,Botafogo,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4789/liga
Lobby Bar,Copacabana,2106-1500,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1202/lobby_bar
Lord Jim Pub,Ipanema,(21) 2249-4881,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1645/lord_jim_pub
Luigi's,Laranjeiras,(21) 2205-5331,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1735/luigis
Luizinho Drinks,Laranjeiras,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1694/luizinho_drinks
Lume,São Francisco,(21) 98472-7377,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4403/lume
Lupulino,Botafogo,(21) 2535-0988,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4254/lupulino
Madre Cerveja de Capotá,Botafogo,(21) 2179-9666,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4714/madre_cerveja_de_capota
Mãe Joana,Botafogo,(21) 3174-0862,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4885/mae_joana
Maguje,Jardim Botânico,(21) 3239-7939,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4907/maguje
Maio Bar,Catete,21 9531-4449,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1354/maio_bar
Mais Que Nada,Copacabana,(21) 2267-0599,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4097/mais_que_nada20131016133228
Mama Shelter Rio de Janeiro,Santa Teresa,(21) 3980-0300,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4668/mama_shelter_rio_de_janeiro
Mangue Seco,Centro,(21) 3147-9013,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/189/mangue-seco
Manoel e Juaquim - Ipanema,Ipanema,(21) 2522-1863,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1485/manoel_e_juaquim__ipanema
Manoel e Juaquim - Largo do Machado  ,Catete,(21) 2556-7385,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1487/manoel_e_juaquim__
Manuel e Joaquim - Copacabana,Copacabana,(21) 2549-3550,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1488/manuel_e_joaquim__copacabana
Marín,Botafogo,(21) 2266-1561,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3787/marin
Marquês da Gávea,Gávea,(21) 3114-0780,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1040/marques_da_gavea
Mas será o Benedito?,Centro,(21) 2232-9000,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/195/mas-sera-o-benedito?
Meiai Hostel,Botafogo,(21) 3495-4481,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3985/meiai_hostel
Mekong,Leblon,2529-2124,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1250/mekong
Memphis Belle Café,Botafogo,(21)2286-7947,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1491/memphis_belle_cafe
Mercado 32,Centro,(21) 2221-2327,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/198/mercado_32
Mercearia Arouca,Cosme Velho,21 2225-0716,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1355/mercearia_arouca
Meza Bar,Humaitá,(21) 3239-1951,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/817/meza-bar
Micro Bar,Leblon,(21) 99435-0307,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4958/micro_bar
Mike's Haus Imbiss,Santa Teresa,(21) 2507-4864,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1256/mikes_haus_imbiss
Mirante do Arvrão,Vidigal,(21) 3114-1868,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4283/mirante_do_arvrao
Mississippi Delta Blues Bar,Gamboa,(21) 2510-6061,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4753/mississippi_delta_blues_bar
Mixxing,Botafogo,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4475/mixxing
Moais Snooker Bar,Tijuca,(21) 2278-4401,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1055/moais_snooker_bar
Mofo,Centro,(21) 2221-9851,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/200/mofo
Motim Hideout,Copacabana,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4944/motim_hideout
Mouton Rouge,Bonsucesso,21 3109-3314,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1356/mouton_rouge
Moviola,Laranjeiras,2285-8339,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1175/moviola-2
Moviola,Laranjeiras,(21) 2285-8339,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1696/moviola
Mr. Beer - Plaza Shopping Niterói,Centro,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1777/mr_beer__plaza_shopping_niteroi
Mr. Beer - Rio Design Barra,Abolição,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1778/mr_beer__rio_design_barra
Mr. Beer - Shopping da Gávea,Gávea,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1779/mr_beer__shopping_da_gavea
Mr. Beer - Shopping Tijuca,Tijuca,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1781/mr_beer__shopping_tijuca
Mr. Beer Cervejas Especiais -  Botafogo Praia Shopping,Botafogo,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1755/mr_beer_cervejas_especiais__botafogo_praia_shopping
Mud Bug,Copacabana,(21) 2543-5052,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1512/mud_bug20120921165223
Mud Bug,Copacabana,(21) 2235-6847,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1513/mud_bug
Mundeco Bar,Leme,(21) 2558-2149,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/975/mundeco_bar
Mureta Bar,Botafogo,(21) 3439-9842,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4517/mureta_bar
Na Pressão - Freguesia,Freguesia (Jacarepaguá),(21) 3593-4417 ,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4205/na_pressao__freguesia
Na Pressão- Lapa,Centro,(21) 2507-0580,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/201/na-pressao--lapa
Na Pressão- Nova América,Del Castilho,(21) 3083-1853,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/203/na-pressao--nova-america
Na Pressão- Parque das Rosas,Barra da Tijuca,(21) 3325-5975,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/205/na-pressao--parque-das-rosas
Na Pressão- Shopping Downtown,Barra da Tijuca,(21) 2493-2060,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/204/na-pressao--shopping-downtown
Na Pressão-Norte Shopping,Cachambi,(21) 2289-1203,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/202/na-pressao-norte-shopping
Narreal Brewhouse,Botafogo,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4956/narreal_brewhouse
Nega Rosa,Centro,(21) 2221-4230,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1255/nega_rosa
Nocaute Fight Bar,Botafogo,(21) 3085-3265,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4536/nocaute_fight_bar
Noi São Francisco,São Francisco,(21) 2611-0619,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4556/noi_sao_francisco
Noo,Praça da Bandeira,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4363/noo
Nordestino Carioca,Jacarepaguá,(21) 3412-3353,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/818/nordestino_carioca
Nova Capela,Centro,(21) 2252-6228,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/819/nova_capela
Nova Capelinha,Piratininga,(21) 9607-0871 ,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1761/nova_capelinha
O Árabe da Gávea,Gávea,(21) 2294-2439,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/2088/o_arabe_da_gavea
O Buteco Tradicional,Recreio dos Bandeirantes,(21) 2487-8710,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1149/o_buteco_tradicional
O Original do Brás,Brás de Pina,(21) 3866-1313,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1402/o_original_do_bras
O Plebeu,Botafogo,2286-0699,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1125/o_plebeu
Odorico Bar - Botafogo,Botafogo,(21) 2266-3773,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1499/odorico_bar__botafogo
Odorico Bar - Tijuca,Tijuca,3172-6734,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1094/odorico_bar__tijuca
Ogrostronomia Bar,Méier,(21) 3586-7622,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4178/ogrostronomia_bar
Olimpíadas do Chopp,Tijuca,2254-1090,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1089/olimpiadas_do_chopp_1089_1090
One-Twenty-One Lounge Bar,Leblon, (21) 2529 1130,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1252/onetwentyone_lounge_bar
Opção na Brasa,Tijuca,2288-9864,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1095/opcao_na_brasa_1095_1096
Opus,Centro,(21) 2252-0604,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1766/opus
Osbar,Centro,21 2220-7391,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1357/osbar
Oscar Bistrô Bar,Leblon,(21) 3269-1888,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4522/oscar_bistro_bar
Pabu Izakaya,Leblon,(21) 3738-0416,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4683/pabu_izakaya
Padano Sertanejo & Bar,Barra da Tijuca,(21) 96947-0018,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4166/padano_sertanejo__bar
Paiol 08,Centro,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/214/paiol_08
Palaphita Gávea,Gávea,(21) 3114-0853,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4006/palaphita_gavea
Palaphita Kitch ,Lagoa,(21) 2227-0837,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/820/palaphita-kitch
Palhinha,Humaitá,(21) 2539-5709,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1264/palhinha
Papo de Bar,Barra da Tijuca,(21) 3982-2060,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1165/papo_de_bar
