Name,Area,Number,Link
Papo Inicial,Tijuca,(21) 2238-2645,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3806/papo_inicial
Parador Bistrô,Centro,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4404/parador_bistro20151019163748
Paris Bar,Flamengo,(21) 2551-1278,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4013/paris_bar
Pato com Laranja,Ipanema,(21) 2540-8380,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4877/pato_com_laranja
Pavão Azul,Copacabana,(21) 2236-2381,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/794/pavao-azul
Pe'Ahi Temakeria - Barra da Tijuca,Barra da Tijuca,(21) 2493-5437,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1039/peahi_temakeria_-_barra_da_tijuca
Pe'Ahi Temakeria - Gávea,Gávea,(21) 2512-2668,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1038/peahi_temakeria_-_gavea
Petisco da Vila - Nova América,Del Castilho,2583-1500,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1138/petisco_da_vila__nova_america
Petisco da Vila - Vila Isabel,Vila Isabel,2576-6321,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1137/petisco_da_vila__vila_isabel
Petisqueira Martinho,Ribeira,3298-5518,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1139/petisqueira_martinho
Petit Paulette,Tijuca,2502-2649,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1090/petit_paulette_1090_1091_1091
Pianense,Botafogo,25380364,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1265/pianense
Pizzaria e Lanchonete Opção Farani,Botafogo,(21) 2552-0489,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1034/pizzaria_e_lanchonete_opcao_farani
Pizzaria Guanabara - Leblon,Leblon,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1240/pizzaria_guanabara__leblon
Pizzaria Rainbow,Copacabana,(21) 7832-0126,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1514/pizzaria_rainbow
Planalto do Flamengo,Flamengo,2557-7222,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1135/planalto_do_flamengo
Planeta do Chopp - Recreio,Recreio dos Bandeirantes,2437-6409,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1141/planeta_do_chopp__recreio
Planeta do Chopp - Vila Isabel,Vila Isabel,2264-8146,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1140/planeta_do_chopp__vila_isabel
PlayGrowler,Ipanema,(21) 3449-8015,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4670/playgrowler
Point,Barra da Tijuca,(21) 3586-2265,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1722/bar_da_bud
Point da Passagem,Botafogo,(21) 2275-7630 ,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1494/point_da_passagem
Pontapé Beach I,Ribeira,3495-2285 ,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1142/pontape_beach_i
Pontapé Beach II,Ribeira,3798-7628,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1143/pontape_beach_ii
Pontinho,Copacabana,2257-1676,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1200/pontinho
Ponto.,Ipanema,(21) 3563-8052,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4737/ponto
Porto di Vino - Gávea,Gávea,(21) 2137-4154,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4118/porto_di_vino__gavea
Pow Boteco Espumante,Centro,(21) 2252-5348,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4636/pow_boteco_espumante
Praça Varnhagen,Tijuca,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1310/praca_varnhagen
Prado.co,Gávea,(21) 2512-2247,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/2218/pradoco
Pro Pizza,Barra da Tijuca,(21) 3433-7533,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4143/pro_pizza
Puebla Café,Botafogo,2286-5623,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1129/puebla_cafe-2
Puebla Café,Botafogo,(21) 2286-5623,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1497/puebla_cafe
Pulê Restaurante e Bar,Ipanema,(21) 2523-2466,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4903/pule_restaurante_e_bar
Puxadinho Pub,Botafogo,(21) 97471-5163,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4932/puxadinho_pub20181126104023
Q Gastrobar,Leblon,(21) 2113-0564,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1703/q_gastrobar
Quartinho Bar,Botafogo,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4947/quartinho_bar
Quebra-Mar,Barra da Tijuca,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/2014/quebramar
Quintal Carioca,Centro,(21) 2507-8044,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1243/quintal_carioca
Quiosque Arab,Lagoa,(21) 2540-0747,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1684/quiosque_arab
Quiosque do Português,Leblon,(21) 8308-1373,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1705/quiosque_do_portugues-2
Quiosque do Português,Lagoa,(21) 8308-1373,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3780/quiosque_do_portugues
Quiosque do Português,Jardim Botânico,(21) 8308-1373,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4065/quiosque_do_portugues20130906165750
Quiosque Oxumaré,Barra da Tijuca,(21) 2483-8530,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1166/quiosque_oxumare
Quiosque Quase 9,Ipanema,8229-9995,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3867/quiosque_quase_9
Quiosque Só Tapioca,Ipanema,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4937/quiosque_so_tapioca
Rapadura,Leblon,(21) 2259-4561 ,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4074/rapadura
Raro Skybar,Copacabana,(21) 98128-1475,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4778/raro_skybar
Rayz,Ipanema,(21) 2522-0627,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/110/rayz
Raze Burger,Centro,(21) 3178-3277,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4891/raze_burger
Real chopp,Copacabana,2547-6673,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1215/real_chopp
Reduto,Botafogo,(21) 3797-0100,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4889/reduto
Rei do Bacalhau,Encantado,(21) 2289-7246,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/2625/rei_do_bacalhau
Resenha Bar & Grill,Barra da Tijuca,(21) 3088-7774,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4371/resenha_bar__grill
Resenha Bar & Grill,Vila Valqueire,(21) 3796-6003,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4721/resenha_bar__grill20170602133739
Resenha Bar & Grill,Freguesia (Jacarepaguá),(21) 3986-6323,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4722/resenha_bar__grill20170602134305
Resenha Bar & Grill,Vila da Penha,(21) 2481-4419,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4723/resenha_bar__grill20170602135419
Resenha Bar & Grill,Bangu,(21) 2401-1092,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4724/resenha_bar__grill20170602140413
Reserva Restobar,Recreio dos Bandeirantes,(21) 3514-2829,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4899/reserva_restobar
Restaurante Barracuda,Flamengo, (21) 2205-3346,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1856/restaurante_barracuda
Restô Ipanema,Ipanema,(21) 2287-0052,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/2415/resto_ipanema
Restobar Villa 25,Laranjeiras,(21) 3596-2069,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4684/restobar_villa_25
Reza Forte,Méier,(21) 3271-4762,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3788/reza_forte
Riba Botecagem,Leblon,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4502/riba_botecagem
Riba Botecagem,Ipanema,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4503/riba_botecagem20160603171015
Rico Point,Barra da Tijuca,(21) 2438-1821,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4858/rico_point
Rico Point,Recreio dos Bandeirantes,(21) 3597-7240,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4859/rico_point20180507104846
Rio 40º,Tijuca,2568-0799,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1109/rio_40
Rio Park,Saúde,21 2263-2581,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1359/rio_park
Rio-Brasília,Tijuca,3598-3170,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1091/riobrasilia_1091_1092
Risoto,Botafogo,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3818/risoto
Rita de Cássia Gastronomia,Tijuca,(21) 2264-1517,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4213/rita_de_cassia_gastronomia
Rivalzinho,Centro,(21) 2240-4469,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4454/rivalzinho
Rock Experience,Centro,(21) 2222-2334,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/231/rock_experience
Rosa Chopp,Barra da Tijuca,(21) 3325-8336,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1071/rosa_chopp
Rosa de Ouro,Botafogo,2527-0565,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1122/rosa_de_ouro
Rota 66,Humaitá,(21) 2286-8487,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1050/rota_66__cobal_do_humaita
Rota 66,Ipanema,(21) 2247-5931,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1052/rota_66__ipanema
Rota 66,Tijuca,(21) 2254-4219,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1053/rota_66__tijuca
Ruanita,Copacabana,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4855/ruanita
Sá & Sousa,Centro,(21) 2220-0386,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4218/sa__sousa
Sabor da Morena,Botafogo,2541-4756,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1127/sabor_da_morena
Saideira UP,Icaraí,(21) 2714-2042,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1758/saideira_up
Salete,Tijuca,2264-5163,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1092/salete_1092_1093_1093_1096_1096
Saloon 79,Botafogo,3239-0735,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1131/saloon_79
Salutem Cervejas,Leme,(21) 3586-7531,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4606/salutem_cervejas
Samba Roque Café,Jacarepaguá,(21) 7842-9596,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4082/samba_roque_cafe
Sambiroska,Andaraí,(21) 99427-6820,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4510/sambiroska
Sanhaço,Recreio dos Bandeirantes,(21) 3983-6628,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4689/sanhaco
Santa Saideira,Santa Teresa,(21) 3233-0122,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1242/santa_saideira
Santo Scenarium,Centro,(21) 3147-9007,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/234/santo-scenarium
São Vicente,Lagoa,(21) 2512-9419,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/821/sao-vicente
Sarau Rio,Centro,(21) 2508-7154,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4150/sarau_rio
Sarreufa Club,Botafogo,(21) -456-7890,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4514/sarreufa_club
Sassá,Leblon,(21) 3079-9581,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4705/sassa
Savana Rio,Catete,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4631/savana_rio
Sem Vergonha Botequim,Copacabana,(21) 2232-2500,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3996/sem_vergonha_botequim
Semente,Centro,(21) 2507-5188,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1238/semente
Serrado Vinhos e Bistrô,Laranjeiras,(21) 2205-5000,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4833/serrado_vinhos_e_bistro
SeteHum GastroBar,Botafogo,(21) 3439-5005,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4739/setehum_gastrobar
Seu Bar,Barra da Tijuca,(21) 3495-7761,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1261/seu_bar
Seu Vidal,Copacabana,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4535/seu_vidal
Seu Vidal,Botafogo,(21) 97152-1691,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4843/seu_vidal20180411112559
Seu Vidal na Praia,Barra da Tijuca,(21) 9.9575-4546,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4880/seu_vidal_na_praia
Shake Rio,Centro,(21) 25244971,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4736/shake_rio
Shake Speakeasy,Centro,(21) 2524-4971,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4904/shake_speakeasy
Sheesh!,Botafogo,(021) 4116-1207,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4930/sheesh
Shelter Bar,Botafogo,(21) 2551-0997,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1498/shelter_bar
Shenanigan's,Ipanema,(21) 2540-0870,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/237/shenanigans
Shooters Cocktails Bar,Botafogo,3281-7629,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1268/shooters_cocktails__food
Si Señor - Barra,Barra da Tijuca,(21) 3258-3094,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4092/si_seor__barra
Si Señor - Ipanema,Ipanema,(21) 3435-6364,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4091/si_seor__ipanema
Si Señor - Leblon,Leblon,(21) 2249-2161,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1285/si_seor__leblon
Simplesmente,Santa Teresa,(21) 2507-1365,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1236/simplesmente
Sindicato do Chopp - Ipanema  ,Ipanema,(21) 2247-1745,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1714/sindicato_do_chopp__ipanema_
Sinuca da Lapa,Centro,(21) 2242-4501,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3782/sinuca_da_lapa
Siri - Tijuca,Tijuca,2208-6165,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1096/siri__tijuca
Skipper Pizza Bar,Barra da Tijuca,(21) 3199-2077,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4658/skipper_pizza_bar
Snooker & Bar Classic Billiards,Tijuca,(21) 2238-18,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3781/snooker__bar_classic_billiards
Só Kana - Centro,Centro,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1078/so_kana_-_centro
Só Kana - Conde de Bonfim,Tijuca,(21) 2238-3646,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1047/so_kana_-_conde_de_bonfim
Só Kana - Praça Varnhagem,Tijuca,(21) 2567-7082,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1046/so_kana__praca_varnhagem_1093
Sobe,Jardim Botânico,(21) 3114-7691,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1666/sobe
Sobrenatural - Santa Teresa,Catete,(21) 2556 0640 ,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/2406/sobrenatural__santa_teresa
Soho Bar & Drinkeria,Botafogo,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4576/soho_bar__drinkeria
Sonho Lindo,Laranjeiras,(21) 2285-1480,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1177/sonho_lindo
SporTV Point,Barra da Tijuca,(21) 3259-6382,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1168/sportv_point
Stadium Steakhouse,Barra da Tijuca,(21)  3410 9934,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3962/stadium_steakhouse
Stalos Café & Bar,Copacabana,(21) 2521-5143,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1524/stalos_cafe__bar
Star Pub,Barra da Tijuca,(21) 2421-1680,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4226/star_pub
Steak Me Please Rio,Barra da Tijuca,(21) 99561-7860,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4691/steak_me_please_rio20170403123621
Stuzzi,Leblon,(21) 2274-4017,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1249/stuzzi
Stuzzi,Copacabana,(21) 3796-9113,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4812/stuzzi_copacabana
Sublime Relicário,Centro,2224.9824,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1144/sublime_relicario
Supbar e Guarderia,Barra da Tijuca,(21) 3798-0511,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4377/supbar_e_guarderia
Symposium ,Laranjeiras,(21) 2205-3122,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1736/symposium_
T-Lounge,Barra da Tijuca,(21) 3139-8066,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1170/tlounge
Taboca Bar,Freguesia (Jacarepaguá),(21) 2447-7894,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3821/taboca_bar
Tahpah,Botafogo,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4373/tahpah
Tapas Y Besos,Grajaú,(21) 3529-3492,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4197/tapas_y_besos
Tapí Tapioca,Leblon,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4744/tapi_tapioca
Tasca do Edgar ,Laranjeiras,2558-9447,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1178/tasca_do_edgar_
Tchêjuca,Maracanã,(21) 3264-0873,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4296/tchejuca
Temporada,Ipanema,(21) 2523 0066,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/752/temporada
Terraneo Lounge Bar,Copacabana,(21)2545-6551,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1521/terraneo_lounge_bar
Teto Solar,Botafogo,(21) 2541-1941,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3949/teto_solar
Teva Vegetal,Ipanema,(21) 3253-1355,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4560/teva_vegetal
The Ale House,Ipanema,(21) 3256-2595,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4221/the_ale_house
The Boua Kitchen Bar,Botafogo,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4307/the_boua_kitchen_bar
The Clover Irish Pub,Copacabana,(21) 2548-8484,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4169/the_clover_irish_pub
The Hellish Pub,Praça da Bandeira,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4303/the_hellish_pub
The Marley's Pub,Botafogo,(21) 2137-0983,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4738/the_marleys_pub
The Maze,Catete,(21) 2558-5547,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/825/the-maze
The Rock Bar,Gávea,(21) 97577-2525,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4632/the_rock_bar
The Way,São Domingos,(21) 3604-1533,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1762/the_way
Tijucano,Tijuca,2572-8947,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1108/tijucano
Tio Sam,Leblon,2512-2413,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1248/tio_sam
TITÚ Cozinha Urbana do Mar,Botafogo,(21) 98832-7000,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4830/titu_cozinha_urbana_do_mar
To nem aí,Ipanema,(21) 2247-8403,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1646/to_nem_ai
Toca da Traíra - Jacarepaguá,Jacarepaguá,(21) 3382-4547,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1171/toca_da_traira__jacarepagua
Toca da Traíra - Barra da Tijuca,Barra da Tijuca,(21) 2433-1081,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1172/toca_da_traira__barra_da_tijuca
Toca do Baiacu,Centro,(21) 2509-6520,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1232/toca_do_baiacu
Toca do Siri,Leblon,(21) 3518-3773,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3826/toca_do_siri
Toca Raul Rock Bar,Copacabana,(21) 98308-8448,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4846/toca_raul_rock_bar
Tom do Leblon,Leblon,(21) 2249-3048,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4083/tom_do_leblon
Tonamata ,Vargem Grande,(21) 2428-3504,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/250/tonamata_
Topo do Rio,Centro,(21) 2233-6393,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/251/topo-do-rio
Torre do Barão,Ipanema,(21) 2247-1835,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1650/torre_do_barao
Tragga,Humaitá,(21) 3507-2235,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3815/tragga
Trapiche Gamboa,Gamboa,(21) 2516-0868,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/827/trapiche-gamboa
TribOz,Centro,(21) 2210-0366,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/2432/triboz
Tropeço,Leblon,(21) 2239-3121,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/829/tropeco
TV Bar,Copacabana,(21) 2267-1663,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/254/tv-bar
Universo da Cerveja,Tijuca,(21) 2268-6894,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1049/universo_da_cerveja
Urbanito – Cozinha Urbana,Praça da Bandeira,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4751/urbanito__cozinha_urbana
Veloso,Leblon,(21) 2274-9966,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/771/veloso
Venga! Taberna,Jardim Botânico,(21) 3502-4069,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4649/venga_taberna
Verace Rio,Botafogo,(21) 99499-0971,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4745/verace_rio
Vila ST. Gallen,Santa Cecília,(21) 2642-1575,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4267/vila_st_gallen
Vinicius Show Bar ,Ipanema,(21) 2523-4757,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/1649/vinicius_show_bar_
Vintage Wine Bar,Barra da Tijuca,2431-0864,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4519/vintage_wine_bar
Vizinha 123,Botafogo,(21) 2226-9691,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4447/vizinha_123
Vizinhando,Barra da Tijuca,(21) 3549-4348,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4675/vizinhando20170224115651
Vizinhando - Botecagem de Raiz,Méier,(21) 3502-9040,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4231/vizinhando__botecagem_de_raiz
Wine Flight,Galeão,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4411/wine_flight
Winehouse,Botafogo,(21) 3264-4101,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4209/winehouse
Wood's Rio de Janeiro,Leblon,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/196/woods_rio_de_janeiro
Wursteria,Andaraí,(21) 98805-0827,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4663/wursteria
Xexéu Restaurante & Bar ,Copacabana,(21) 2548-7353,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/3907/xexeu_restaurante__bar_
Yndú Beach Lounge,Barra da Tijuca,,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4740/yndu_beach_lounge
Yndú Lounge,Leblon,(21) 3083-6486,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4532/yndu_lounge
Yolo,Botafogo,(21) 4128-4042,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4396/yolo
Zee Champanheria,Leblon,(21) 8114-2184,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4084/zee_champanheria
Zot Gastrobar,Copacabana,(21) 3489-4363,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/2663/zot_gastrobar
¡Venga! Chiringuito,Copacabana,(21) 3264-9806 ,//boadiversao.com.br/guia/rio-de-janeiro/bares/local/id/4511/venga_chiringuito
